,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close,incr,rsi6,rsi12,rsi24,crossover_6_12,crossover_6_24,crossover_12_24,upper_crossover_rsi_6,upper_crossover_rsi_12,upper_crossover_rsi_24,lower_crossover_rsi_6,lower_crossover_rsi_12,lower_crossover_rsi_24,crossunder_6_12,crossunder_6_24,crossunder_12_24,lower_crossunder_rsi_6,lower_crossunder_rsi_12,lower_crossunder_rsi_24,upper_crossunder_rsi_6,upper_crossunder_rsi_12,upper_crossunder_rsi_24
0,HK.00981,2017-01-03 00:00:00,12.02,11.58,12.06,11.58,14.941,0.00632,26845656,315604227.04,-3.660565723793673,12.18,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,HK.00981,2017-01-04 00:00:00,11.64,11.62,11.88,11.58,14.993,0.00562,23872269,279749465.26,0.34542314335059715,11.58,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,HK.00981,2017-01-05 00:00:00,11.6,11.5,11.72,11.34,14.838,0.00512,21777995,250115254.4,-1.032702237521508,11.62,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,HK.00981,2017-01-06 00:00:00,11.62,11.6,11.66,11.42,14.967,0.00454,19337487,223218604.8,0.8695652173913012,11.5,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,HK.00981,2017-01-09 00:00:00,11.62,11.1,11.66,11.08,14.322,0.00585,24901107,280911468.9,-4.310344827586207,11.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,HK.00981,2017-01-10 00:00:00,11.18,11.2,11.34,11.0,14.451,0.00801,34275408,383530739.3,0.9009009009008978,11.1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,HK.00981,2017-01-11 00:00:00,11.28,10.86,11.28,10.8,14.012,0.00996,42630562,466862712.86,-3.0357142857142847,11.2,0,19.999999999999915,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,HK.00981,2017-01-12 00:00:00,10.9,10.74,10.92,10.74,13.858,0.00717,30674561,332172965.0,-1.1049723756906005,10.86,0,17.85714285714279,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,HK.00981,2017-01-13 00:00:00,10.76,10.76,10.86,10.68,13.883,0.00459,19628085,211265974.1,0.18621973929236102,10.74,1,19.580419580419473,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,HK.00981,2017-01-16 00:00:00,10.72,10.56,10.72,10.56,13.625,0.00299,12810758,136044669.0,-1.8587360594795475,10.76,0,15.642458100558585,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,HK.00981,2017-01-17 00:00:00,10.56,11.06,11.18,10.56,14.27,0.00766,32878177,361469387.6,4.734848484848484,10.56,1,47.386759581881535,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
