,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close,incr,rsi6,rsi12,rsi24,crossover_6_12,crossover_6_24,crossover_12_24,upper_crossover_rsi_6,upper_crossover_rsi_12,upper_crossover_rsi_24,lower_crossover_rsi_6,lower_crossover_rsi_12,lower_crossover_rsi_24,crossunder_6_12,crossunder_6_24,crossunder_12_24,lower_crossunder_rsi_6,lower_crossunder_rsi_12,lower_crossunder_rsi_24,upper_crossunder_rsi_6,upper_crossunder_rsi_12,upper_crossunder_rsi_24
0,HK.00700,2017-01-03 00:00:00,184.31,185.71,187.41,184.31,52.004,0.00102,9637272,1826290625.78,0.7595898214963951,186.01,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,HK.00700,2017-01-04 00:00:00,186.71,185.31,186.81,184.41,51.894,0.0012,11411490,2159543915.92,-0.21538958591352414,185.71,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,HK.00700,2017-01-05 00:00:00,187.31,189.61,190.51,187.01,53.075,0.00217,20543005,3958289254.73,2.320436026118402,185.31,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,HK.00700,2017-01-06 00:00:00,192.51,191.41,193.11,191.01,53.569,0.00212,20077760,3927288132.62,0.9493170191445508,189.61,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,HK.00700,2017-01-09 00:00:00,193.01,191.91,193.21,191.51,53.706,0.00144,13605277,2665537306.229,0.26121937202862966,191.41,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,HK.00700,2017-01-10 00:00:00,193.81,194.31,194.31,192.41,54.365,0.00165,15628780,3081477653.478,1.2505862122870126,191.91,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,HK.00700,2017-01-11 00:00:00,196.31,197.11,197.71,195.01,55.134,0.00218,20703850,4147633800.515,1.4409963460449855,194.31,1,96.72131147540979,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,HK.00700,2017-01-12 00:00:00,197.31,195.11,197.31,192.91,54.585,0.00173,16362476,3252369083.859,-1.0146618639338438,197.11,0,80.82191780821915,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,HK.00700,2017-01-13 00:00:00,195.31,196.01,196.51,195.01,54.832,0.00107,10155934,2026404182.98,0.4612782532930025,195.11,1,82.38550578761948,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,HK.00700,2017-01-16 00:00:00,196.01,193.01,196.01,192.31,54.008,0.00122,11600274,2288331800.216,-1.5305341564205908,196.01,0,62.1252371916508,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
