,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close,incr,rsi6,rsi12,rsi24,crossover_6_12,crossover_6_24,crossover_12_24,upper_crossover_rsi_6,upper_crossover_rsi_12,upper_crossover_rsi_24,lower_crossover_rsi_6,lower_crossover_rsi_12,lower_crossover_rsi_24,crossunder_6_12,crossunder_6_24,crossunder_12_24,lower_crossunder_rsi_6,lower_crossunder_rsi_12,lower_crossunder_rsi_24,upper_crossunder_rsi_6,upper_crossunder_rsi_12,upper_crossunder_rsi_24
0,HK.01810,2018-07-09 00:00:00,16.6,16.8,17.0,16.0,0.0,0.02066,462182642,7682445645.0,1.2048192771084292,17.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,HK.01810,2018-07-10 00:00:00,17.0,19.0,19.34,17.0,0.0,0.03406,534072218,9750590391.0,13.09523809523809,16.8,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,HK.01810,2018-07-11 00:00:00,18.5,19.0,19.8,18.3,0.0,0.0239,374721138,7222885440.0,0.0,19.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,HK.01810,2018-07-12 00:00:00,19.4,19.26,19.7,19.02,0.0,0.00846,132592630,2569988013.0,1.3684210526315872,19.0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,HK.01810,2018-07-13 00:00:00,19.6,21.45,21.8,19.52,0.0,0.02322,364065075,7622371425.0,11.370716510903414,19.26,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,HK.01810,2018-07-16 00:00:00,19.94,21.05,21.3,19.4,0.0,0.0135,211621432,4350350755.0,-1.8648018648018583,21.45,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,HK.01810,2018-07-17 00:00:00,21.45,20.9,21.7,20.55,0.0,0.00623,97690237,2063298013.0,-0.7125890736342144,21.05,0,89.4230769230769,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,HK.01810,2018-07-18 00:00:00,21.4,21.55,22.2,21.4,0.0,0.00909,142583771,3117816097.0,3.1100478468899624,20.9,1,90.80267558528428,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,HK.01810,2018-07-19 00:00:00,21.7,20.1,21.9,19.82,0.0,0.00979,153563433,3143126423.0,-6.728538283062642,21.55,0,67.30292513634112,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,HK.01810,2018-07-20 00:00:00,20.1,19.88,20.45,19.5,0.0,0.00712,111713800,2218408865.0,-1.0945273631840915,20.1,0,64.27435086456694,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,HK.01810,2018-07-23 00:00:00,19.88,19.02,19.98,19.0,0.0,0.00526,82544900,1603506245.0,-4.325955734406436,19.88,0,53.07162538743263,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,HK.01810,2018-07-24 00:00:00,19.1,18.24,19.7,18.2,0.0,0.00726,113828488,2154645653.0,-4.100946372239753,19.02,0,44.60931506906934,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,HK.01810,2018-07-25 00:00:00,18.56,18.58,18.88,18.18,0.0,0.00459,72027810,1332254245.0,1.8640350877192977,18.24,1,48.87351949184283,59.36842105263156,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13,HK.01810,2018-07-26 00:00:00,18.8,18.3,18.84,18.12,0.0,0.00261,40951672,750903595.0,-1.5069967707211929,18.58,0,45.41817523465093,57.519006119043205,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,HK.01810,2018-07-27 00:00:00,18.32,19.04,19.12,18.3,0.0,0.00435,68204685,1289480911.0,4.043715846994527,18.3,1,55.414987479474476,61.019937819987305,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,HK.01810,2018-07-30 00:00:00,18.86,18.68,18.92,18.32,0.0,0.00275,43124305,798930187.0,-1.8907563025210055,19.04,0,50.06225075567091,58.46294786902251,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,HK.01810,2018-07-31 00:00:00,18.42,17.6,18.48,17.42,0.0,0.00639,100190678,1776264206.0,-5.781584582441105,18.68,0,37.14541010617956,51.41222741729126,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,HK.01810,2018-08-01 00:00:00,17.94,17.86,18.26,17.56,0.0,0.00268,42088808,752929994.0,1.4772727272727157,17.6,1,41.50546598064302,52.903907913805064,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,HK.01810,2018-08-02 00:00:00,18.0,17.26,18.14,16.96,0.0,0.00511,80125110,1382415334.0,-3.359462486002228,17.86,0,34.81727089104376,49.10839052473577,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,HK.01810,2018-08-03 00:00:00,17.32,17.0,17.68,16.9,0.0,0.00302,47386901,810512046.0,-1.5063731170336125,17.26,0,32.125392565604756,47.4975049700934,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,HK.01810,2018-08-06 00:00:00,17.2,17.22,17.68,17.1,0.0,0.00254,39896098,693689866.0,1.2941176470588167,17.0,1,37.065960616615115,49.040525901551234,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HK.01810,2018-08-07 00:00:00,17.3,17.42,17.62,17.22,0.0,0.00185,29000537,505567041.0,1.1614401858304464,17.22,1,41.69572130135218,50.48375557221119,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,HK.01810,2018-08-08 00:00:00,17.5,17.14,17.62,17.02,0.0,0.00242,37947677,658190675.0,-1.6073478760045987,17.42,0,37.109384277996945,48.390661873838226,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,HK.01810,2018-08-09 00:00:00,17.4,18.08,18.6,17.26,0.0,0.00699,109541974,1974087962.0,5.484247374562414,17.14,1,56.420512918617035,55.19412942854339,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,HK.01810,2018-08-10 00:00:00,18.3,18.16,18.6,18.0,0.0,0.00348,54535948,996108511.0,0.4424778761062049,18.08,1,57.745578430740366,55.73588638278355,54.5945945945946,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,HK.01810,2018-08-13 00:00:00,17.98,17.44,18.06,17.24,0.0,0.00313,49053111,859866775.0,-3.9647577092510953,18.16,0,43.470620647976006,49.82140564705686,51.95705658689331,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
26,HK.01810,2018-08-14 00:00:00,17.6,17.16,17.6,17.0,0.0,0.00326,51105928,876129357.0,-1.6055045871559697,17.44,0,38.97444919612033,47.67511962780063,50.95804442579329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,HK.01810,2018-08-15 00:00:00,17.28,16.3,17.34,16.22,0.0,0.00509,79753065,1309370153.0,-5.011655011655009,17.16,0,28.21753398064878,41.661505461130574,48.00008593296838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,HK.01810,2018-08-16 00:00:00,16.16,16.24,16.6,15.52,0.0,0.00386,60546391,971276075.0,-0.36809815950921637,16.3,0,27.58023995835734,41.2653454691345,47.79809766759373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,HK.01810,2018-08-17 00:00:00,16.6,16.36,16.74,16.26,0.0,0.0017,26655983,439373460.0,0.7389162561576417,16.24,1,31.303851913397338,42.4591426256771,48.25254807366378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,HK.01810,2018-08-20 00:00:00,16.6,16.46,16.68,16.28,0.0,0.00217,34082872,561217582.0,0.6112469437652899,16.36,1,34.663274954074055,43.50306527874851,48.64133890886723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,HK.01810,2018-08-21 00:00:00,16.8,17.4,17.44,16.56,0.0,0.00484,75830829,1300129957.0,5.710814094775198,16.46,1,57.89133303266342,52.365103754489404,52.16643574250155,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,HK.01810,2018-08-22 00:00:00,17.78,17.68,17.78,17.08,0.0,0.003,47002451,825787833.0,1.609195402298857,17.4,1,62.63905053349371,54.67536857777667,53.16559777573264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,HK.01810,2018-08-23 00:00:00,18.22,17.44,18.96,17.44,0.0,0.00737,115613435,2105050482.0,-1.3574660633484075,17.68,0,56.12966112311879,52.30340364227377,52.19053727461296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,HK.01810,2018-08-24 00:00:00,17.2,17.04,17.34,16.92,0.0,0.00243,38150978,651833884.0,-2.293577981651388,17.44,0,46.471180967362855,48.47945880474871,50.577334517069076,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
35,HK.01810,2018-08-27 00:00:00,17.34,17.32,17.48,17.08,0.0,0.00185,29085179,504843209.0,1.6431924882629174,17.04,1,53.23125393519954,51.20375706429792,51.66854493569836,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,HK.01810,2018-08-28 00:00:00,17.6,17.12,17.62,16.94,0.0,0.00167,26264447,450979785.0,-1.1547344110854463,17.32,0,48.03192899008224,49.17747012571108,50.832027225970954,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
37,HK.01810,2018-08-29 00:00:00,17.12,17.14,17.28,17.02,0.0,0.00099,15457732,264667123.0,0.11682242990653956,17.12,1,48.63398566896725,49.39593072418383,50.914951473396826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,HK.01810,2018-08-30 00:00:00,17.28,17.14,17.28,17.04,0.0,0.00102,16052634,274818118.0,0.0,17.14,0,48.63398566896724,49.39593072418383,50.914951473396826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,HK.01810,2018-08-31 00:00:00,16.88,16.8,16.98,16.62,0.0,0.00179,28107696,470445701.0,-1.9836639439906643,17.14,0,37.88862417187554,45.443915356871344,49.37357218600518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,HK.01810,2018-09-03 00:00:00,16.8,16.5,16.86,16.38,0.0,0.00129,20242557,334959314.0,-1.7857142857142898,16.8,0,30.705398776618452,42.19443770771545,48.03468233093371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,HK.01810,2018-09-04 00:00:00,16.62,16.74,16.94,16.5,0.0,0.00101,15882122,266426105.0,1.454545454545445,16.5,1,41.37534419099254,45.58987771657069,49.18499438774924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,HK.01810,2018-09-05 00:00:00,16.7,16.56,16.74,16.52,0.0,0.00104,16304906,270426486.0,-1.0752688172042995,16.74,0,36.33937809242596,43.49933579190751,48.34742631417483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
