,期数,红球号码_1,红球号码_2,红球号码_3,红球号码_4,红球号码_5,红球号码_6,蓝球,快乐星期天,奖池奖金(元),一等奖_注数,一等奖_奖金(元),二等奖_注数,二等奖_奖金(元),总投注额(元),开奖日期
841,15141,03,08,19,25,27,28,02,,"1,174,709,536",8,"11,187,578",173,"68,646","329,544,366",2015-12-01
842,15140,06,20,28,29,30,31,12,,"1,188,582,820",5,"13,972,740",131,"189,539","363,959,858",2015-11-29
843,15139,01,10,13,18,25,27,09,,"1,158,957,645",5,"11,728,461",91,"118,712","323,569,236",2015-11-26
844,15138,01,02,08,16,19,24,11,,"1,160,191,307",11,"11,032,096",108,"131,401","317,036,346",2015-11-24
845,15137,14,22,23,27,28,31,12,,"1,183,970,392",2,"15,000,000",74,"312,975","357,991,902",2015-11-22
846,15136,02,05,12,23,28,29,01,,"1,134,489,732",3,"15,000,000",183,"143,147","332,169,672",2015-11-19
847,15135,01,12,14,18,26,32,07,,"1,085,902,032",6,"12,239,746",85,"197,624","323,653,256",2015-11-17
848,15134,02,05,14,19,27,31,04,,"1,078,946,224",4,"15,000,000",198,"137,589","359,304,970",2015-11-15
849,15133,02,03,13,20,22,24,15,,"1,037,218,347",3,"15,000,000",78,"325,494","318,320,120",2015-11-12
850,15132,03,05,11,28,30,33,01,,"991,052,692",7,"12,829,235",72,"343,830","324,697,916",2015-11-10
851,15131,10,12,13,19,22,26,03,,"971,589,906",7,"12,572,255",100,"225,072","352,871,146",2015-11-08
852,15130,06,14,15,16,17,22,10,,"957,074,000",5,"13,469,588",179,"121,144","329,910,968",2015-11-05
853,15129,05,08,11,16,18,27,04,,"934,367,160",2,"15,000,000",122,"177,273","330,274,852",2015-11-03
854,15128,01,03,08,11,22,28,06,,"889,484,982",17,"6,078,953",188,"121,956","353,929,358",2015-11-01
855,15127,07,10,19,22,27,33,06,,"924,043,914",18,"8,214,795",99,"162,453","323,385,694",2015-10-29
856,15126,10,11,15,20,23,29,12,,"978,661,552",11,"11,422,859",290,"67,463","321,292,184",2015-10-27
857,15125,05,13,22,27,30,33,10,,"990,620,057",7,"7,002,860",69,"253,985","342,693,238",2015-10-25
858,15124,02,03,05,12,18,27,01,,"987,064,991",11,"6,650,569",117,"193,977","314,656,346",2015-10-22
859,15123,05,08,09,12,22,28,07,,"992,135,264",8,"6,960,182",263,"74,531","312,976,520",2015-10-20
860,15122,05,07,11,16,22,25,07,,"989,011,240",14,"5,486,082",178,"47,789","340,964,698",2015-10-18
861,15121,01,03,20,21,28,29,12,,"1,040,297,060",4,"9,842,976",69,"350,940","311,696,404",2015-10-15
862,15120,16,21,24,26,27,29,16,,"1,007,024,322",1,"10,000,000",136,"143,440","306,978,816",2015-10-13
863,15119,02,08,10,18,23,31,08,,"958,500,564",6,"7,323,016",112,"155,559","336,177,996",2015-10-11
864,15118,01,04,11,21,23,31,12,,"950,170,804",11,"6,660,657",52,"439,116","302,094,780",2015-10-08
865,15117,04,11,12,18,26,32,12,,"954,935,922",3,"10,000,000",85,"242,823","276,307,776",2015-10-06
866,15116,04,06,15,23,26,28,11,,"923,015,828",7,"7,393,402",153,"136,877","298,345,670",2015-10-04
867,15115,01,07,08,14,24,32,03,,"911,942,840",10,"5,332,324",114,"36,439","275,624,372",2015-10-01
868,15114,04,07,09,13,21,26,01,,"952,803,917",13,"6,206,821",259,"75,717","297,013,542",2015-09-29
869,15113,01,05,07,08,19,27,12,,"974,660,050",7,"7,964,833",177,"146,566","337,101,348",2015-09-27
870,15112,01,03,10,19,20,27,11,,"952,587,008",4,"8,273,625",126,"129,905","306,859,802",2015-09-24
871,15111,08,14,16,18,20,30,12,,"936,577,124",7,"7,615,667",142,"161,176","307,364,620",2015-09-22
872,15110,05,07,16,17,22,23,04,,"921,225,536",11,"6,534,179",189,"111,613","340,689,020",2015-09-20
873,15109,01,08,09,16,32,33,13,,"929,816,615",7,"7,968,426",132,"196,770","317,531,670",2015-09-17
874,15108,02,12,19,22,24,27,15,,"907,674,399",9,"6,645,746",136,"136,137","309,769,258",2015-09-15
875,15107,07,14,16,18,21,25,08,,"911,942,185",7,"6,913,101",96,"174,371","337,547,646",2015-09-13
876,15106,01,03,04,23,31,32,13,,"910,114,980",6,"7,715,174",84,"242,426","305,793,682",2015-09-10
877,15105,09,10,16,19,20,26,12,,"895,314,612",12,"6,067,588",180,"88,965","304,229,202",2015-09-08
878,15104,09,18,21,23,25,26,01,,"920,084,183",0,0,87,"317,906","332,604,432",2015-09-06
879,15103,06,08,13,26,30,32,14,,"837,110,700",3,"9,692,574",138,"127,515","284,270,680",2015-09-03
880,15102,07,09,12,14,21,23,06,,"813,396,960",5,"6,521,873",107,"88,894","300,065,068",2015-09-01
881,15101,08,16,22,24,28,29,05,,"817,471,200",8,"6,617,853",133,"121,643","333,057,658",2015-08-30
882,15100,02,03,11,17,19,21,08,,"821,878,422",2,"10,000,000",107,"154,789","302,573,068",2015-08-27
883,15099,06,07,10,11,14,22,09,,"792,191,150",5,"6,792,739",91,"123,127","297,598,058",2015-08-25
884,15098,06,09,13,26,27,33,01,,"792,540,978",3,"10,000,000",145,"187,136","329,104,206",2015-08-23
885,15097,09,12,14,20,26,27,04,,"741,136,594",11,"6,333,323",827,"22,168","298,570,222",2015-08-20
886,15096,06,16,17,23,24,31,07,,"755,803,560",10,"6,195,096",100,"149,387","294,260,644",2015-08-18
887,15095,04,15,21,28,30,31,04,,"772,938,425",5,"8,725,465",76,"306,370","325,059,832",2015-08-16
888,15094,01,04,06,13,16,17,10,,"746,713,280",5,"7,135,415",85,"157,015","295,713,760",2015-08-13
889,15093,01,03,13,21,25,31,08,,"742,351,320",4,"7,438,046",97,"125,672","292,493,392",2015-08-11
890,15092,09,15,19,21,26,27,01,,"735,532,810",5,"9,035,361",359,"70,253","318,089,362",2015-08-09
891,15091,05,07,17,19,22,31,11,,"705,046,588",4,"9,088,608",105,"194,695","285,818,388",2015-08-06
892,15090,10,12,14,22,25,33,15,,"680,071,900",2,"10,000,000",50,"499,546","282,983,042",2015-08-04
893,15089,12,14,19,27,28,29,01,,"625,139,856",3,"10,000,000",94,"258,676","311,873,350",2015-08-02
894,15088,02,12,20,24,29,31,09,,"582,193,066",13,"6,015,726",41,"402,574","287,667,610",2015-07-30
895,15087,09,15,16,19,20,28,11,,"610,880,852",1,"10,000,000",136,"132,818","280,174,514",2015-07-28
896,15086,05,06,08,16,18,22,12,,"566,691,000",6,"7,078,639",115,"135,563","308,129,834",2015-07-26
897,15085,02,08,25,27,28,29,05,,"562,393,449",3,"10,000,000",100,"225,652","285,325,214",2015-07-23
898,15084,15,18,20,22,28,29,15,,"524,697,570",2,"10,000,000",69,"313,379","281,884,996",2015-07-21
899,15083,06,07,16,18,29,32,05,,"479,827,975",17,"5,885,655",235,"80,085","315,704,384",2015-07-19
900,15082,02,08,09,14,28,30,07,,"523,423,566",6,"6,293,747",97,"100,032","288,017,344",2015-07-16
901,15081,13,20,22,26,28,31,13,,"532,076,736",6,"7,344,875",62,"283,654","278,500,218",2015-07-14
902,15080,14,17,25,27,28,30,02,,"523,386,294",6,"8,449,609",122,"212,066","314,150,596",2015-07-12
903,15079,09,14,15,20,26,32,11,,"496,467,738",18,"5,184,871",157,"26,494","291,775,556",2015-07-09
